Organisation Name,Town/City,County,Type & Rating,Route
3Forge UK LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
3Forge UK LTD,London,,Worker (A rating),Skilled Worker
A P L CONSTRUCTION LTD,Wishaw,,Worker (A rating),Skilled Worker
ALZAIN KITCHEN LTD,Leicester,,Worker (A rating),Skilled Worker
Amaris Care Ltd,Edinburgh,Edinburgh,Worker (A rating),Skilled Worker
ANGAD PRIVATE LTD,West Sussex,,Worker (A rating),Skilled Worker
Anthony Halpin Limited,Ilford,,Worker (A rating),Skilled Worker
ASB HAULAGE LTD,Slough,,Worker (A rating),Skilled Worker
Atrium Workforce Solutions UK Ltd,London,,Worker (A rating),Skilled Worker
Auramax Limited,London,,Worker (A rating),Skilled Worker
AVV Traders Limited,Birmingham,,Worker (A rating),Skilled Worker
Barnwood Limited,Gloucester,Gloucestershire,Worker (A rating),Skilled Worker
Brand Machine International Limited,London,,Worker (A rating),Skilled Worker
BRITISH BANGLA WELFARE TRUST,London,,Worker (A rating),Skilled Worker
BRITISH BANGLA WELFARE TRUST,London,,Temporary Worker (A rating),Charity Worker
Capture Energy Ltd,London,,Worker (A rating),Skilled Worker
CERECORE INTERNATIONAL LLP,London,,Worker (A rating),Skilled Worker
CHRIST FELLOWSHIP CENTRE LTD,Essex,,Worker (A rating),Tier 2 Ministers of Religion
Clean Linen Services Limited,Camberley,,Worker (A rating),Skilled Worker
CNPC EUROPE AND NORTH AMERICA LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
CNPC EUROPE AND NORTH AMERICA LIMITED,London,,Worker (A rating),Skilled Worker
COED DU HALL LIMITED,Cheadle,CHESHIRE,Worker (A rating),Skilled Worker
Constant Air Systems Ltd,High Wycombe,Buckinghamshire,Worker (A rating),Skilled Worker
Crowdhelix Limited,London,,Worker (A rating),Skilled Worker
DNL TRANSPORT LTD,Banbury,,Worker (A rating),Skilled Worker
DRAGON CONSTRUCTION LIMITED,Cardiff,,Worker (A rating),Skilled Worker
DRT (NI) Limited,Craigavon,Armagh,Worker (A rating),Skilled Worker
Espere Healthcare Limited,Shefford,,Worker (A rating),Skilled Worker
FAHIQAH'S LEARNING ACADEMY LTD,Birmingham,,Worker (A rating),Skilled Worker
Full Circle Professional Services CIC,Croydon,,Worker (A rating),Skilled Worker
GABEST LTD T/A Samis African Foods Northampton,Northampton,,Worker (A rating),Skilled Worker
Ghulam Mustafa T/A Flakes Dessert Parlour,Prestwick,,Worker (A rating),Skilled Worker
Henriettas News Ltd,Reigate,SURREY,Worker (A rating),Skilled Worker
Indian Flavour (NW) Limited,Warrington,,Worker (A rating),Skilled Worker
Innon Avenue Hotels Ltd T/A Mercure Newport,Newport,,Worker (A rating),Skilled Worker
Jensen UK Limited,Banbury,,Worker (A rating),Skilled Worker
Kalsi Legal LTD,Leicester,Leicestershire,Worker (A rating),Skilled Worker
knot pretzels ltd,Wbn,,Worker (A rating),Skilled Worker
LEADENHALL LEGACY LTD,London,,Worker (A rating),Skilled Worker
Light Research Limited,London,,Worker (A rating),Skilled Worker
Lindle & Banison Management Ltd,London,,Worker (A rating),Skilled Worker
Lingham Accountancy Ltd,Cardiff,,Worker (A rating),Skilled Worker
Little Bit Extra Limited,Portsmouth,,Worker (A rating),Skilled Worker
Lola Performance Technologies,London,- select -,Worker (A rating),Skilled Worker
London Beacon Academy Ltd,Oldham,,Worker (A rating),Skilled Worker
MA SERVICE STATION LTD,Barking,,Worker (A rating),Skilled Worker
MAC Tech Group Ltd,Sutton Coldfield,,Worker (A rating),Skilled Worker
Making Pictures Productions Ltd,London,,Worker (A rating),Skilled Worker
Making Pictures Productions Ltd,London,,Temporary Worker (A rating),Creative Worker
MAKSONS CONVENIENCE RETAIL LTD,Aylesbury,Buckinghamshire,Worker (A rating),Skilled Worker
MEDii Ltd,London,,Worker (A rating),Skilled Worker
MK GILL LIMITED,Reading,,Worker (A rating),Skilled Worker
NOUBLES HEALTHCARE LIMITED,Newbury,West Berkshire,Worker (A rating),Skilled Worker
PAC Ocean Solutions Limited,London,,Worker (A rating),Skilled Worker
Plan A Consultants Ltd,London,,Worker (A rating),Skilled Worker
R & S Benning Limited T/A Your Local Convenience Store,Reading,,Worker (A rating),Skilled Worker
RAINBOW HOME PROPERTY LTD,London,,Worker (A rating),Skilled Worker
REDDY RETAIL LTD,Cambridge,,Worker (A rating),Skilled Worker
SATURN F-1 PVT LTD,London,,Worker (A rating),Skilled Worker
